blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_15_abb12,0,96,9.6,7,8.435375246872871
2022_06_15_abb12,10,106,10.6,6.5,9.033271832508971
2022_06_15_abb12,20,131,13.1,14.5,9.109823757290197
2022_06_15_abb12,30,106,10.6,9,9.477458637325842
2022_06_15_abb12,40,123,12.3,11,9.274217547109357
2022_06_15_abb12,50,96,9.6,6,9.299940262651631
2022_06_15_abb12,60,79,7.9,2.5,9.109823757290197
2022_06_15_abb12,70,92,9.2,7,8.9044308571008
2022_06_15_abb12,80,81,8.1,4,8.900062421753631
2022_06_15_abb12,90,87,8.7,6,8.55115326854935
