blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_10_abb12,0,154,15.4,16,5.94792213951879
2022_06_10_abb12,10,148,14.8,17,6.795423296438403
2022_06_10_abb12,20,134,13.4,12.5,5.92921205182911
2022_06_10_abb12,30,133,13.3,15,7.484057129065165
2022_06_10_abb12,40,117,11.7,10.5,6.783149055645992
2022_06_10_abb12,50,98,9.8,4.5,8.612652191849952
2022_06_10_abb12,60,129,12.9,15,7.01506315802724
2022_06_10_abb12,70,108,10.8,7.5,8.107609594284455
2022_06_10_abb12,80,103,10.3,9,7.616502551113018
2022_06_10_abb12,90,72,7.2,3.5,8.377217782639876
