blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_02_abb05,0,115,11.5,11.5,7.79244648504064
2022_05_02_abb05,10,71,7.1,4,6.190494505467412
2022_05_02_abb05,20,51,5.1,3.5,5.425249610233001
2022_05_02_abb05,30,35,3.5,3,4.719934086168766
2022_05_02_abb05,40,35,3.5,0.5,4.743416490252569
2022_05_02_abb05,50,62,6.2,7,4.871686908385363
2022_05_02_abb05,60,27,2.7,0,5.578729445153459
2022_05_02_abb05,70,34,3.4,2.5,4.2998707990925595
2022_05_02_abb05,80,45,4.5,1,6.328945848682508
2022_05_02_abb05,90,6,0.6,0,1.8973665961010275
