blockname,spout,lick_count_trial_mean,lick_count_total,lick_ts_first_mean,lick_ts_last_mean,lick_ili_mean_mean,trial_lick_proportion,experiment,cohort,date,solution,solution_type,solution_value
2022_06_10_abb11,spout01,15.3,306,328.5882352941176,2746.1176470588234,146.77701136186107,0.85,abb,2,6/10/2022,sucrose05,sucrose,5
2022_06_10_abb11,spout02,11.7,234,414.46666666666664,2854.6666666666665,168.877207857502,0.75,abb,2,6/10/2022,sucrose20,sucrose,20
2022_06_10_abb11,spout03,17.75,355,265.4,2412.9,144.07140410314324,1,abb,2,6/10/2022,sucrose00,sucrose,0
2022_06_10_abb11,spout04,19.6,392,212.41176470588235,2847.9411764705883,119.84253052999856,0.85,abb,2,6/10/2022,sucrose30,sucrose,30
2022_06_10_abb11,spout05,17.75,355,234.05263157894737,2340.5263157894738,130.17898903171283,0.95,abb,2,6/10/2022,sucrose10,sucrose,10
