blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_17_abb11,0,101,10.1,13.5,8.621033709609435
2022_06_17_abb11,10,115,11.5,12.5,6.637435917246626
2022_06_17_abb11,20,125,12.5,16,7.230337321161287
2022_06_17_abb11,30,96,9.6,9,9.131143289740765
2022_06_17_abb11,40,108,10.8,13.5,8.323994767471259
2022_06_17_abb11,50,102,10.2,14,6.957010852370434
2022_06_17_abb11,60,96,9.6,12.5,8.085652588244054
2022_06_17_abb11,70,84,8.4,7.5,8.527081042837057
2022_06_17_abb11,80,93,9.3,14,7.860590874030329
2022_06_17_abb11,90,74,7.4,10,6.203941399536982
