blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_14_abb07,0,96,9.6,6,9.720539536923292
2022_06_14_abb07,10,89,8.9,7,8.372574275573792
2022_06_14_abb07,20,107,10.7,8,9.888826466719339
2022_06_14_abb07,30,105,10.5,10.5,8.959786703810408
2022_06_14_abb07,40,99,9.9,9,9.374314789774118
2022_06_14_abb07,50,97,9.7,4.5,9.718824803213378
2022_06_14_abb07,60,76,7.6,2,9.082339395160748
2022_06_14_abb07,70,81,8.1,3.5,8.849984306326323
2022_06_14_abb07,80,74,7.4,3,8.194849330863597
2022_06_14_abb07,90,79,7.9,5,7.809538327512637
