blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_05_abb03,0,spout01,sucrose10,42,21,21,0
2022_05_05_abb03,0,spout02,sucrose00,17,8.5,8.5,2.1213203435596424
2022_05_05_abb03,0,spout03,sucrose30,44,22,22,0
2022_05_05_abb03,0,spout04,sucrose05,41,20.5,20.5,0.7071067811865476
2022_05_05_abb03,0,spout05,sucrose20,42,21,21,0
2022_05_05_abb03,10,spout01,sucrose10,37,18.5,18.5,2.1213203435596424
2022_05_05_abb03,10,spout02,sucrose00,14,7,7,4.242640687119285
2022_05_05_abb03,10,spout03,sucrose30,33,16.5,16.5,0.7071067811865476
2022_05_05_abb03,10,spout04,sucrose05,13,6.5,6.5,0.7071067811865476
2022_05_05_abb03,10,spout05,sucrose20,41,20.5,20.5,0.7071067811865476
2022_05_05_abb03,20,spout01,sucrose10,28,14,14,2.8284271247461903
2022_05_05_abb03,20,spout02,sucrose00,11,5.5,5.5,0.7071067811865476
2022_05_05_abb03,20,spout03,sucrose30,33,16.5,16.5,3.5355339059327378
2022_05_05_abb03,20,spout04,sucrose05,11,5.5,5.5,0.7071067811865476
2022_05_05_abb03,20,spout05,sucrose20,41,20.5,20.5,2.1213203435596424
2022_05_05_abb03,30,spout01,sucrose10,15,7.5,7.5,3.5355339059327378
2022_05_05_abb03,30,spout02,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_05_abb03,30,spout03,sucrose30,23,11.5,11.5,2.1213203435596424
2022_05_05_abb03,30,spout04,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_05_abb03,30,spout05,sucrose20,25,12.5,12.5,9.192388155425117
2022_05_05_abb03,40,spout01,sucrose10,13,6.5,6.5,3.5355339059327378
2022_05_05_abb03,40,spout02,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_05_abb03,40,spout03,sucrose30,21,10.5,10.5,2.1213203435596424
2022_05_05_abb03,40,spout04,sucrose05,8,4,4,0
2022_05_05_abb03,40,spout05,sucrose20,40,20,20,0
2022_05_05_abb03,50,spout01,sucrose10,8,4,4,0
2022_05_05_abb03,50,spout02,sucrose00,6,3,3,1.4142135623730951
2022_05_05_abb03,50,spout03,sucrose30,24,12,12,2.8284271247461903
2022_05_05_abb03,50,spout04,sucrose05,0,0,0,0
2022_05_05_abb03,50,spout05,sucrose20,5,2.5,2.5,3.5355339059327378
2022_05_05_abb03,60,spout01,sucrose10,13,6.5,6.5,4.949747468305833
2022_05_05_abb03,60,spout02,sucrose00,6,3,3,2.8284271247461903
2022_05_05_abb03,60,spout03,sucrose30,0,0,0,0
2022_05_05_abb03,60,spout04,sucrose05,0,0,0,0
2022_05_05_abb03,60,spout05,sucrose20,21,10.5,10.5,0.7071067811865476
2022_05_05_abb03,70,spout01,sucrose10,0,0,0,0
2022_05_05_abb03,70,spout02,sucrose00,6,3,3,4.242640687119285
2022_05_05_abb03,70,spout03,sucrose30,15,7.5,7.5,10.606601717798213
2022_05_05_abb03,70,spout04,sucrose05,3,1.5,1.5,2.1213203435596424
2022_05_05_abb03,70,spout05,sucrose20,4,2,2,2.8284271247461903
2022_05_05_abb03,80,spout01,sucrose10,4,2,2,2.8284271247461903
2022_05_05_abb03,80,spout02,sucrose00,2,1,1,1.4142135623730951
2022_05_05_abb03,80,spout03,sucrose30,13,6.5,6.5,9.192388155425117
2022_05_05_abb03,80,spout04,sucrose05,8,4,4,0
2022_05_05_abb03,80,spout05,sucrose20,17,8.5,8.5,12.020815280171307
2022_05_05_abb03,90,spout01,sucrose10,4,2,2,2.8284271247461903
2022_05_05_abb03,90,spout02,sucrose00,3,1.5,1.5,2.1213203435596424
2022_05_05_abb03,90,spout03,sucrose30,22,11,11,1.4142135623730951
2022_05_05_abb03,90,spout04,sucrose05,0,0,0,0
2022_05_05_abb03,90,spout05,sucrose20,5,2.5,2.5,3.5355339059327378
