blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_09_abb09,0,189,18.9,18,3.2472210341220142
2022_06_09_abb09,10,199,19.9,20,3.1073389830457114
2022_06_09_abb09,20,179,17.9,18.5,3.956710193526379
2022_06_09_abb09,30,134,13.4,15.5,7.862710869809612
2022_06_09_abb09,40,115,11.5,14,7.306770072260991
2022_06_09_abb09,50,80,8,9,7.102425250887506
2022_06_09_abb09,60,61,6.1,4.5,6.854844191437825
2022_06_09_abb09,70,77,7.7,9.5,7.04035983928852
2022_06_09_abb09,80,66,6.6,4.5,7.290785661062569
2022_06_09_abb09,90,31,3.1,0,5.1305187088853135
