blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_05_31_abb10,8624,1,spout04,1,8,126,1036,130,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,22960,2,spout01,1,20,149,2887,144.10526315789474,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,36574,3,spout02,1,22,132,2816,127.80952380952381,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,50724,4,spout04,2,17,148,2893,171.5625,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,65674,5,spout03,1,23,141,2885,124.72727272727273,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,78360,6,spout03,2,22,125,2866,130.52380952380952,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,90428,7,spout05,1,14,118,2998,221.53846153846155,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,102153,8,spout02,2,22,276,2993,129.38095238095238,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,117318,9,spout05,2,6,110,721,122.2,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,128865,10,spout01,2,20,159,2837,140.94736842105263,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,141190,11,spout01,3,19,142,2919,154.27777777777777,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,152542,12,spout04,3,18,142,2890,161.64705882352942,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,168460,13,spout05,3,18,126,2437,135.94117647058823,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,182546,14,spout05,4,10,136,1708,174.66666666666666,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,195049,15,spout03,3,21,266,2969,135.15,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,210829,16,spout04,4,7,128,1158,171.66666666666666,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,223110,17,spout01,4,18,161,2519,138.7058823529412,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,235097,18,spout02,3,4,132,499,122.33333333333333,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,248222,19,spout03,4,23,143,2976,128.77272727272728,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,260490,20,spout02,4,9,129,1233,138,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,273926,21,spout03,5,21,241,2855,130.7,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,289422,22,spout01,5,14,129,2820,207,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,304372,23,spout02,5,4,138,537,133,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,319749,24,spout04,5,7,130,865,122.5,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,334514,25,spout03,6,21,210,2973,138.15,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,345701,26,spout04,6,8,140,1329,169.85714285714286,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,358236,27,spout05,5,11,261,1619,135.8,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,370878,28,spout02,6,8,229,2278,292.7142857142857,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,383577,29,spout01,6,16,162,2958,186.4,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,397903,30,spout05,6,3,135,355,110,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,410536,31,spout05,7,2,184,299,115,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,422505,32,spout04,7,3,167,395,114,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,433579,33,spout02,7,13,273,2177,158.66666666666666,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,444983,34,spout02,8,5,226,1748,380.5,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,460804,35,spout04,8,4,173,568,131.66666666666666,1,abb,2,5/31/2022,sucrose00,sucrose,0
2022_05_31_abb10,475033,36,spout05,8,6,227,897,134,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,488330,37,spout01,7,17,410,2915,156.5625,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,502776,38,spout03,7,12,226,2150,174.9090909090909,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,514988,39,spout01,8,15,283,2961,191.28571428571428,1,abb,2,5/31/2022,sucrose30,sucrose,30
2022_05_31_abb10,529081,40,spout03,8,14,254,2960,208.15384615384616,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,543243,41,spout02,9,4,275,701,142,1,abb,2,5/31/2022,sucrose10,sucrose,10
2022_05_31_abb10,558219,42,spout03,9,18,134,2934,164.7058823529412,1,abb,2,5/31/2022,sucrose20,sucrose,20
2022_05_31_abb10,573131,43,spout05,9,5,149,814,166.25,1,abb,2,5/31/2022,sucrose05,sucrose,5
2022_05_31_abb10,587008,44,spout01,9,17,149,2999,178.125,1,abb,2,5/31/2022,sucrose30,sucrose,30
