blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_12_abb05,0,spout01,nacl000,29,14.5,14.5,3.5355339059327378
2022_05_12_abb05,0,spout02,nacl050,29,14.5,14.5,0.7071067811865476
2022_05_12_abb05,0,spout03,nacl150,2,1,1,0
2022_05_12_abb05,0,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,0,spout05,nacl025,14,7,7,8.48528137423857
2022_05_12_abb05,10,spout01,nacl000,37,18.5,18.5,2.1213203435596424
2022_05_12_abb05,10,spout02,nacl050,14,7,7,8.48528137423857
2022_05_12_abb05,10,spout03,nacl150,2,1,1,0
2022_05_12_abb05,10,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,10,spout05,nacl025,34,17,17,0
2022_05_12_abb05,20,spout01,nacl000,34,17,17,0
2022_05_12_abb05,20,spout02,nacl050,17,8.5,8.5,0.7071067811865476
2022_05_12_abb05,20,spout03,nacl150,2,1,1,0
2022_05_12_abb05,20,spout04,nacl100,5,2.5,2.5,2.1213203435596424
2022_05_12_abb05,20,spout05,nacl025,35,17.5,17.5,2.1213203435596424
2022_05_12_abb05,30,spout01,nacl000,39,19.5,19.5,2.1213203435596424
2022_05_12_abb05,30,spout02,nacl050,19,9.5,9.5,3.5355339059327378
2022_05_12_abb05,30,spout03,nacl150,2,1,1,0
2022_05_12_abb05,30,spout04,nacl100,2,1,1,0
2022_05_12_abb05,30,spout05,nacl025,20,10,10,8.48528137423857
2022_05_12_abb05,40,spout01,nacl000,39,19.5,19.5,0.7071067811865476
2022_05_12_abb05,40,spout02,nacl050,20,10,10,1.4142135623730951
2022_05_12_abb05,40,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,40,spout04,nacl100,7,3.5,3.5,3.5355339059327378
2022_05_12_abb05,40,spout05,nacl025,26,13,13,4.242640687119285
2022_05_12_abb05,50,spout01,nacl000,32,16,16,2.8284271247461903
2022_05_12_abb05,50,spout02,nacl050,23,11.5,11.5,2.1213203435596424
2022_05_12_abb05,50,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,50,spout04,nacl100,6,3,3,0
2022_05_12_abb05,50,spout05,nacl025,32,16,16,1.4142135623730951
2022_05_12_abb05,60,spout01,nacl000,37,18.5,18.5,2.1213203435596424
2022_05_12_abb05,60,spout02,nacl050,21,10.5,10.5,0.7071067811865476
2022_05_12_abb05,60,spout03,nacl150,2,1,1,0
2022_05_12_abb05,60,spout04,nacl100,2,1,1,0
2022_05_12_abb05,60,spout05,nacl025,26,13,13,4.242640687119285
2022_05_12_abb05,70,spout01,nacl000,34,17,17,1.4142135623730951
2022_05_12_abb05,70,spout02,nacl050,24,12,12,1.4142135623730951
2022_05_12_abb05,70,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,70,spout04,nacl100,5,2.5,2.5,2.1213203435596424
2022_05_12_abb05,70,spout05,nacl025,21,10.5,10.5,0.7071067811865476
2022_05_12_abb05,80,spout01,nacl000,37,18.5,18.5,0.7071067811865476
2022_05_12_abb05,80,spout02,nacl050,16,8,8,1.4142135623730951
2022_05_12_abb05,80,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,80,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,80,spout05,nacl025,26,13,13,2.8284271247461903
2022_05_12_abb05,90,spout01,nacl000,39,19.5,19.5,2.1213203435596424
2022_05_12_abb05,90,spout02,nacl050,17,8.5,8.5,3.5355339059327378
2022_05_12_abb05,90,spout03,nacl150,4,2,2,0
2022_05_12_abb05,90,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb05,90,spout05,nacl025,2,1,1,1.4142135623730951
