blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_26_abb10,0,224,22.4,23,1.0749676997731399
2022_05_26_abb10,10,218,21.8,22,1.4757295747452437
2022_05_26_abb10,20,207,20.7,22,2.057506581601462
2022_05_26_abb10,30,164,16.4,18.5,8.194849330863597
2022_05_26_abb10,40,93,9.3,7,6.733828364641056
2022_05_26_abb10,50,122,12.2,13,7.29992389610254
2022_05_26_abb10,60,81,8.1,7,6.41958807955083
2022_05_26_abb10,70,87,8.7,6.5,7.424434134816082
2022_05_26_abb10,80,79,7.9,3.5,8.55634916954136
2022_05_26_abb10,90,58,5.8,3,7.495183638696105
