blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_10_abb08,0,195,19.5,22,4.949747468305833
2022_06_10_abb08,10,132,13.2,11.5,7.941452428030194
2022_06_10_abb08,20,143,14.3,16.5,7.242620765686656
2022_06_10_abb08,30,88,8.8,7,7.568942389058652
2022_06_10_abb08,40,61,6.1,3,6.740425308044985
2022_06_10_abb08,50,88,8.8,7,7.269418439218122
2022_06_10_abb08,60,23,2.3,0,4.347413023856832
2022_06_10_abb08,70,34,3.4,1,5.738757124441958
2022_06_10_abb08,80,54,5.4,2,6.239658110292048
2022_06_10_abb08,90,25,2.5,0,4.222953153106642
