blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_03_abb04,0,191,19.1,18.5,2.330951164939612
2022_05_03_abb04,10,193,19.3,19.5,2.6267851073127395
2022_05_03_abb04,20,192,19.2,18.5,2.2997584414213788
2022_05_03_abb04,30,152,15.2,15.5,4.131182235954578
2022_05_03_abb04,40,132,13.2,14.5,7.052186422190875
2022_05_03_abb04,50,109,10.9,8.5,8.438667614683677
2022_05_03_abb04,60,121,12.1,16,7.01506315802724
2022_05_03_abb04,70,92,9.2,8,6.7461923416925424
2022_05_03_abb04,80,61,6.1,3,5.915140648276158
2022_05_03_abb04,90,19,1.9,0,3.5103022978402048
