blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_22_abb03,0,192,19.2,19.5,1.8135294011647258
2022_04_22_abb03,10,170,17,18,2.309401076758503
2022_04_22_abb03,20,179,17.9,17,2.6853512081497106
2022_04_22_abb03,30,152,15.2,15.5,3.7058512292499457
2022_04_22_abb03,40,122,12.2,12,3.22490309931942
2022_04_22_abb03,50,93,9.3,6.5,4.9899899799498595
2022_04_22_abb03,60,101,10.1,9.5,3.6953424138441564
2022_04_22_abb03,70,76,7.6,6,5.777350411544878
2022_04_22_abb03,80,45,4.5,3,4.089281382128433
2022_04_22_abb03,90,58,5.8,6,5.028805910838963
