blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_26_abb04,0,96,9.6,11,5.94792213951879
2022_04_26_abb04,10,38,3.8,3,4.442221666388715
2022_04_26_abb04,20,37,3.7,2.5,5.1650535116083525
2022_04_26_abb04,30,29,2.9,0.5,4.629614814791111
2022_04_26_abb04,40,53,5.3,3.5,5.355163655555055
2022_04_26_abb04,50,27,2.7,0,5.012207320355197
2022_04_26_abb04,60,41,4.1,1.5,5.526702854726717
2022_04_26_abb04,70,13,1.3,0,2.359378449224852
2022_04_26_abb04,80,3,0.3,0,0.9486832980505138
2022_04_26_abb04,90,10,1,0,3.1622776601683795
