blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_16_abb10,0,127,12.7,15,8.179242018671413
2022_06_16_abb10,10,114,11.4,12.5,8.566082989195108
2022_06_16_abb10,20,120,12,15,9.153020145163987
2022_06_16_abb10,30,115,11.5,13,9.489760563657839
2022_06_16_abb10,40,118,11.8,13,9.531235200352809
2022_06_16_abb10,50,92,9.2,2.5,10.019980039900279
2022_06_16_abb10,60,95,9.5,6,8.885068623507893
2022_06_16_abb10,70,102,10.2,9,8.740709353364863
2022_06_16_abb10,80,104,10.4,8,9.179687721631202
2022_06_16_abb10,90,95,9.5,5,9.192388155425117
