blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_06_abb01,0,spout01,sucrose05,41,20.5,20.5,0.7071067811865476
2022_05_06_abb01,0,spout02,sucrose20,42,21,21,0
2022_05_06_abb01,0,spout03,sucrose00,41,20.5,20.5,0.7071067811865476
2022_05_06_abb01,0,spout04,sucrose30,39,19.5,19.5,0.7071067811865476
2022_05_06_abb01,0,spout05,sucrose10,39,19.5,19.5,0.7071067811865476
2022_05_06_abb01,10,spout01,sucrose05,38,19,19,1.4142135623730951
2022_05_06_abb01,10,spout02,sucrose20,42,21,21,1.4142135623730951
2022_05_06_abb01,10,spout03,sucrose00,33,16.5,16.5,3.5355339059327378
2022_05_06_abb01,10,spout04,sucrose30,38,19,19,0
2022_05_06_abb01,10,spout05,sucrose10,39,19.5,19.5,2.1213203435596424
2022_05_06_abb01,20,spout01,sucrose05,33,16.5,16.5,2.1213203435596424
2022_05_06_abb01,20,spout02,sucrose20,39,19.5,19.5,0.7071067811865476
2022_05_06_abb01,20,spout03,sucrose00,18,9,9,2.8284271247461903
2022_05_06_abb01,20,spout04,sucrose30,39,19.5,19.5,2.1213203435596424
2022_05_06_abb01,20,spout05,sucrose10,36,18,18,0
2022_05_06_abb01,30,spout01,sucrose05,25,12.5,12.5,2.1213203435596424
2022_05_06_abb01,30,spout02,sucrose20,39,19.5,19.5,0.7071067811865476
2022_05_06_abb01,30,spout03,sucrose00,17,8.5,8.5,2.1213203435596424
2022_05_06_abb01,30,spout04,sucrose30,32,16,16,1.4142135623730951
2022_05_06_abb01,30,spout05,sucrose10,34,17,17,1.4142135623730951
2022_05_06_abb01,40,spout01,sucrose05,14,7,7,5.656854249492381
2022_05_06_abb01,40,spout02,sucrose20,38,19,19,1.4142135623730951
2022_05_06_abb01,40,spout03,sucrose00,13,6.5,6.5,2.1213203435596424
2022_05_06_abb01,40,spout04,sucrose30,26,13,13,2.8284271247461903
2022_05_06_abb01,40,spout05,sucrose10,27,13.5,13.5,3.5355339059327378
2022_05_06_abb01,50,spout01,sucrose05,14,7,7,1.4142135623730951
2022_05_06_abb01,50,spout02,sucrose20,30,15,15,1.4142135623730951
2022_05_06_abb01,50,spout03,sucrose00,9,4.5,4.5,0.7071067811865476
2022_05_06_abb01,50,spout04,sucrose30,28,14,14,1.4142135623730951
2022_05_06_abb01,50,spout05,sucrose10,32,16,16,1.4142135623730951
2022_05_06_abb01,60,spout01,sucrose05,19,9.5,9.5,7.7781745930520225
2022_05_06_abb01,60,spout02,sucrose20,21,10.5,10.5,3.5355339059327378
2022_05_06_abb01,60,spout03,sucrose00,9,4.5,4.5,2.1213203435596424
2022_05_06_abb01,60,spout04,sucrose30,27,13.5,13.5,2.1213203435596424
2022_05_06_abb01,60,spout05,sucrose10,23,11.5,11.5,2.1213203435596424
2022_05_06_abb01,70,spout01,sucrose05,12,6,6,0
2022_05_06_abb01,70,spout02,sucrose20,29,14.5,14.5,0.7071067811865476
2022_05_06_abb01,70,spout03,sucrose00,10,5,5,1.4142135623730951
2022_05_06_abb01,70,spout04,sucrose30,25,12.5,12.5,0.7071067811865476
2022_05_06_abb01,70,spout05,sucrose10,19,9.5,9.5,2.1213203435596424
2022_05_06_abb01,80,spout01,sucrose05,13,6.5,6.5,3.5355339059327378
2022_05_06_abb01,80,spout02,sucrose20,23,11.5,11.5,6.363961030678928
2022_05_06_abb01,80,spout03,sucrose00,8,4,4,1.4142135623730951
2022_05_06_abb01,80,spout04,sucrose30,17,8.5,8.5,2.1213203435596424
2022_05_06_abb01,80,spout05,sucrose10,26,13,13,1.4142135623730951
2022_05_06_abb01,90,spout01,sucrose05,13,6.5,6.5,2.1213203435596424
2022_05_06_abb01,90,spout02,sucrose20,20,10,10,0
2022_05_06_abb01,90,spout03,sucrose00,2,1,1,0
2022_05_06_abb01,90,spout04,sucrose30,20,10,10,1.4142135623730951
2022_05_06_abb01,90,spout05,sucrose10,12,6,6,4.242640687119285
