blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_27_abb11,0,123,12.3,12.5,8.80719402912566
2022_05_27_abb11,10,80,8,4,8.151346173758322
2022_05_27_abb11,20,102,10.2,6.5,8.482662055955993
2022_05_27_abb11,30,52,5.2,1.5,8.038794823990859
2022_05_27_abb11,40,76,7.6,3.5,8.221921916437786
2022_05_27_abb11,50,101,10.1,7,7.607744592044201
2022_05_27_abb11,60,94,9.4,12,7.6623176070371235
2022_05_27_abb11,70,43,4.3,1.5,6.896859188548557
2022_05_27_abb11,80,35,3.5,2.5,5.400617248673217
2022_05_27_abb11,90,38,3.8,1,6.124631508189788
