blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_14_abb03,0,84,8.4,5,9.22797678559908
2022_04_14_abb03,10,128,12.8,14,6.321040701937898
2022_04_14_abb03,20,91,9.1,10.5,8.102811583367563
2022_04_14_abb03,30,126,12.6,15.5,6.785605679999719
2022_04_14_abb03,40,101,10.1,10.5,8.211780156174015
2022_04_14_abb03,50,89,8.9,9.5,7.294594650226365
2022_04_14_abb03,60,36,3.6,0,4.718756898449704
2022_04_14_abb03,70,30,3,0,4.988876515698588
2022_04_14_abb03,80,81,8.1,7,6.5226102477799826
2022_04_14_abb03,90,5,0.5,0,1.2692955176439846
