blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_21_abb03,0,197,19.7,21,3.529242915351047
2022_04_21_abb03,10,182,18.2,18,3.22490309931942
2022_04_21_abb03,20,150,15,15.5,3.711842908553348
2022_04_21_abb03,30,127,12.7,13,4.877385456255112
2022_04_21_abb03,40,91,9.1,7.5,4.794672969962486
2022_04_21_abb03,50,64,6.4,4.5,5.253570214625479
2022_04_21_abb03,60,59,5.9,4.5,5.762908216439952
2022_04_21_abb03,70,50,5,2.5,5.597618541248888
2022_04_21_abb03,80,32,3.2,1,4.802776974487434
2022_04_21_abb03,90,1,0.1,0,0.31622776601683794
