blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_12_abb03,0,spout01,nacl000,42,21,21,1.4142135623730951
2022_05_12_abb03,0,spout02,nacl050,35,17.5,17.5,0.7071067811865476
2022_05_12_abb03,0,spout03,nacl150,6,3,3,2.8284271247461903
2022_05_12_abb03,0,spout04,nacl100,5,2.5,2.5,2.1213203435596424
2022_05_12_abb03,0,spout05,nacl025,38,19,19,1.4142135623730951
2022_05_12_abb03,10,spout01,nacl000,42,21,21,0
2022_05_12_abb03,10,spout02,nacl050,32,16,16,1.4142135623730951
2022_05_12_abb03,10,spout03,nacl150,7,3.5,3.5,2.1213203435596424
2022_05_12_abb03,10,spout04,nacl100,5,2.5,2.5,0.7071067811865476
2022_05_12_abb03,10,spout05,nacl025,38,19,19,1.4142135623730951
2022_05_12_abb03,20,spout01,nacl000,39,19.5,19.5,0.7071067811865476
2022_05_12_abb03,20,spout02,nacl050,25,12.5,12.5,2.1213203435596424
2022_05_12_abb03,20,spout03,nacl150,5,2.5,2.5,2.1213203435596424
2022_05_12_abb03,20,spout04,nacl100,6,3,3,2.8284271247461903
2022_05_12_abb03,20,spout05,nacl025,35,17.5,17.5,2.1213203435596424
2022_05_12_abb03,30,spout01,nacl000,40,20,20,0
2022_05_12_abb03,30,spout02,nacl050,28,14,14,5.656854249492381
2022_05_12_abb03,30,spout03,nacl150,4,2,2,0
2022_05_12_abb03,30,spout04,nacl100,4,2,2,1.4142135623730951
2022_05_12_abb03,30,spout05,nacl025,40,20,20,0
2022_05_12_abb03,40,spout01,nacl000,35,17.5,17.5,2.1213203435596424
2022_05_12_abb03,40,spout02,nacl050,21,10.5,10.5,3.5355339059327378
2022_05_12_abb03,40,spout03,nacl150,4,2,2,1.4142135623730951
2022_05_12_abb03,40,spout04,nacl100,6,3,3,2.8284271247461903
2022_05_12_abb03,40,spout05,nacl025,37,18.5,18.5,0.7071067811865476
2022_05_12_abb03,50,spout01,nacl000,33,16.5,16.5,0.7071067811865476
2022_05_12_abb03,50,spout02,nacl050,17,8.5,8.5,2.1213203435596424
2022_05_12_abb03,50,spout03,nacl150,2,1,1,0
2022_05_12_abb03,50,spout04,nacl100,1,0.5,0.5,0.7071067811865476
2022_05_12_abb03,50,spout05,nacl025,33,16.5,16.5,4.949747468305833
2022_05_12_abb03,60,spout01,nacl000,31,15.5,15.5,2.1213203435596424
2022_05_12_abb03,60,spout02,nacl050,22,11,11,0
2022_05_12_abb03,60,spout03,nacl150,2,1,1,0
2022_05_12_abb03,60,spout04,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_12_abb03,60,spout05,nacl025,10,5,5,7.0710678118654755
2022_05_12_abb03,70,spout01,nacl000,36,18,18,0
2022_05_12_abb03,70,spout02,nacl050,22,11,11,1.4142135623730951
2022_05_12_abb03,70,spout03,nacl150,2,1,1,0
2022_05_12_abb03,70,spout04,nacl100,1,0.5,0.5,0.7071067811865476
2022_05_12_abb03,70,spout05,nacl025,30,15,15,1.4142135623730951
2022_05_12_abb03,80,spout01,nacl000,38,19,19,1.4142135623730951
2022_05_12_abb03,80,spout02,nacl050,18,9,9,2.8284271247461903
2022_05_12_abb03,80,spout03,nacl150,3,1.5,1.5,0.7071067811865476
2022_05_12_abb03,80,spout04,nacl100,1,0.5,0.5,0.7071067811865476
2022_05_12_abb03,80,spout05,nacl025,15,7.5,7.5,10.606601717798213
2022_05_12_abb03,90,spout01,nacl000,37,18.5,18.5,0.7071067811865476
2022_05_12_abb03,90,spout02,nacl050,7,3.5,3.5,3.5355339059327378
2022_05_12_abb03,90,spout03,nacl150,2,1,1,1.4142135623730951
2022_05_12_abb03,90,spout04,nacl100,0,0,0,0
2022_05_12_abb03,90,spout05,nacl025,14,7,7,9.899494936611665
