blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_28_abb03,0,210,21,21,1.3333333333333333
2022_04_28_abb03,10,196,19.6,21,3.533962208186286
2022_04_28_abb03,20,150,15,15.5,4.447221354708778
2022_04_28_abb03,30,101,10.1,12,4.605552204797066
2022_04_28_abb03,40,93,9.3,9,5.926400443964466
2022_04_28_abb03,50,75,7.5,8.5,6.50213640104372
2022_04_28_abb03,60,30,3,0,5.374838498865699
2022_04_28_abb03,70,23,2.3,0,4.8545511292669135
2022_04_28_abb03,80,111,11.1,15,7.823753006780768
2022_04_28_abb03,90,32,3.2,0.5,5.6134758493389025
