blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_02_abb03,0,124,12.4,12,7.7631608682718065
2022_05_02_abb03,10,92,9.2,9,4.022160834399561
2022_05_02_abb03,20,83,8.3,7,6.684143758012524
2022_05_02_abb03,30,59,5.9,6,5.1305187088853135
2022_05_02_abb03,40,34,3.4,0,6.535373831014651
2022_05_02_abb03,50,3,0.3,0,0.9486832980505138
2022_05_02_abb03,60,0,0,0,0
2022_05_02_abb03,70,0,0,0,0
2022_05_02_abb03,80,57,5.7,3,6.3604681868204915
2022_05_02_abb03,90,5,0.5,0,1.0801234497346435
