blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb01,0,spout01,sucrose05,8,4,4,2.8284271247461903
2022_04_18_abb01,0,spout02,sucrose20,18,9,9,12.727922061357855
2022_04_18_abb01,0,spout03,sucrose00,0,0,0,0
2022_04_18_abb01,0,spout04,sucrose30,36,18,18,1.4142135623730951
2022_04_18_abb01,0,spout05,sucrose10,24,12,12,1.4142135623730951
2022_04_18_abb01,10,spout01,sucrose05,6,3,3,4.242640687119285
2022_04_18_abb01,10,spout02,sucrose20,36,18,18,1.4142135623730951
2022_04_18_abb01,10,spout03,sucrose00,3,1.5,1.5,2.1213203435596424
2022_04_18_abb01,10,spout04,sucrose30,32,16,16,0
2022_04_18_abb01,10,spout05,sucrose10,13,6.5,6.5,2.1213203435596424
2022_04_18_abb01,20,spout01,sucrose05,4,2,2,2.8284271247461903
2022_04_18_abb01,20,spout02,sucrose20,39,19.5,19.5,0.7071067811865476
2022_04_18_abb01,20,spout03,sucrose00,12,6,6,1.4142135623730951
2022_04_18_abb01,20,spout04,sucrose30,0,0,0,0
2022_04_18_abb01,20,spout05,sucrose10,4,2,2,2.8284271247461903
2022_04_18_abb01,30,spout01,sucrose05,0,0,0,0
2022_04_18_abb01,30,spout02,sucrose20,31,15.5,15.5,2.1213203435596424
2022_04_18_abb01,30,spout03,sucrose00,11,5.5,5.5,0.7071067811865476
2022_04_18_abb01,30,spout04,sucrose30,13,6.5,6.5,9.192388155425117
2022_04_18_abb01,30,spout05,sucrose10,11,5.5,5.5,2.1213203435596424
2022_04_18_abb01,40,spout01,sucrose05,4,2,2,2.8284271247461903
2022_04_18_abb01,40,spout02,sucrose20,35,17.5,17.5,0.7071067811865476
2022_04_18_abb01,40,spout03,sucrose00,5,2.5,2.5,3.5355339059327378
2022_04_18_abb01,40,spout04,sucrose30,3,1.5,1.5,2.1213203435596424
2022_04_18_abb01,40,spout05,sucrose10,9,4.5,4.5,2.1213203435596424
2022_04_18_abb01,50,spout01,sucrose05,4,2,2,2.8284271247461903
2022_04_18_abb01,50,spout02,sucrose20,5,2.5,2.5,3.5355339059327378
2022_04_18_abb01,50,spout03,sucrose00,3,1.5,1.5,2.1213203435596424
2022_04_18_abb01,50,spout04,sucrose30,16,8,8,11.313708498984761
2022_04_18_abb01,50,spout05,sucrose10,11,5.5,5.5,4.949747468305833
2022_04_18_abb01,60,spout01,sucrose05,2,1,1,1.4142135623730951
2022_04_18_abb01,60,spout02,sucrose20,36,18,18,0
2022_04_18_abb01,60,spout03,sucrose00,6,3,3,1.4142135623730951
2022_04_18_abb01,60,spout04,sucrose30,26,13,13,1.4142135623730951
2022_04_18_abb01,60,spout05,sucrose10,3,1.5,1.5,2.1213203435596424
2022_04_18_abb01,70,spout01,sucrose05,0,0,0,0
2022_04_18_abb01,70,spout02,sucrose20,17,8.5,8.5,12.020815280171307
2022_04_18_abb01,70,spout03,sucrose00,4,2,2,2.8284271247461903
2022_04_18_abb01,70,spout04,sucrose30,12,6,6,8.48528137423857
2022_04_18_abb01,70,spout05,sucrose10,0,0,0,0
2022_04_18_abb01,80,spout01,sucrose05,4,2,2,2.8284271247461903
2022_04_18_abb01,80,spout02,sucrose20,14,7,7,5.656854249492381
2022_04_18_abb01,80,spout03,sucrose00,4,2,2,2.8284271247461903
2022_04_18_abb01,80,spout04,sucrose30,28,14,14,2.8284271247461903
2022_04_18_abb01,80,spout05,sucrose10,6,3,3,4.242640687119285
2022_04_18_abb01,90,spout01,sucrose05,1,0.5,0.5,0.7071067811865476
2022_04_18_abb01,90,spout02,sucrose20,11,5.5,5.5,7.7781745930520225
2022_04_18_abb01,90,spout03,sucrose00,3,1.5,1.5,0.7071067811865476
2022_04_18_abb01,90,spout04,sucrose30,0,0,0,0
2022_04_18_abb01,90,spout05,sucrose10,3,1.5,1.5,2.1213203435596424
