blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_09_abb04,0,spout01,nacl025,33,16.5,16.5,0.7071067811865476
2022_05_09_abb04,0,spout02,nacl100,14,7,7,7.0710678118654755
2022_05_09_abb04,0,spout03,nacl000,44,22,22,2.8284271247461903
2022_05_09_abb04,0,spout04,nacl150,5,2.5,2.5,0.7071067811865476
2022_05_09_abb04,0,spout05,nacl050,40,20,20,2.8284271247461903
2022_05_09_abb04,10,spout01,nacl025,47,23.5,23.5,2.1213203435596424
2022_05_09_abb04,10,spout02,nacl100,2,1,1,0
2022_05_09_abb04,10,spout03,nacl000,46,23,23,0
2022_05_09_abb04,10,spout04,nacl150,3,1.5,1.5,2.1213203435596424
2022_05_09_abb04,10,spout05,nacl050,19,9.5,9.5,0.7071067811865476
2022_05_09_abb04,20,spout01,nacl025,47,23.5,23.5,0.7071067811865476
2022_05_09_abb04,20,spout02,nacl100,4,2,2,1.4142135623730951
2022_05_09_abb04,20,spout03,nacl000,42,21,21,1.4142135623730951
2022_05_09_abb04,20,spout04,nacl150,5,2.5,2.5,0.7071067811865476
2022_05_09_abb04,20,spout05,nacl050,4,2,2,0
2022_05_09_abb04,30,spout01,nacl025,37,18.5,18.5,2.1213203435596424
2022_05_09_abb04,30,spout02,nacl100,6,3,3,0
2022_05_09_abb04,30,spout03,nacl000,47,23.5,23.5,0.7071067811865476
2022_05_09_abb04,30,spout04,nacl150,4,2,2,0
2022_05_09_abb04,30,spout05,nacl050,34,17,17,9.899494936611665
2022_05_09_abb04,40,spout01,nacl025,44,22,22,1.4142135623730951
2022_05_09_abb04,40,spout02,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_09_abb04,40,spout03,nacl000,46,23,23,2.8284271247461903
2022_05_09_abb04,40,spout04,nacl150,6,3,3,0
2022_05_09_abb04,40,spout05,nacl050,27,13.5,13.5,4.949747468305833
2022_05_09_abb04,50,spout01,nacl025,22,11,11,14.142135623730951
2022_05_09_abb04,50,spout02,nacl100,4,2,2,0
2022_05_09_abb04,50,spout03,nacl000,47,23.5,23.5,2.1213203435596424
2022_05_09_abb04,50,spout04,nacl150,4,2,2,0
2022_05_09_abb04,50,spout05,nacl050,14,7,7,5.656854249492381
2022_05_09_abb04,60,spout01,nacl025,44,22,22,1.4142135623730951
2022_05_09_abb04,60,spout02,nacl100,3,1.5,1.5,0.7071067811865476
2022_05_09_abb04,60,spout03,nacl000,53,26.5,26.5,3.5355339059327378
2022_05_09_abb04,60,spout04,nacl150,9,4.5,4.5,0.7071067811865476
2022_05_09_abb04,60,spout05,nacl050,3,1.5,1.5,0.7071067811865476
2022_05_09_abb04,70,spout01,nacl025,46,23,23,2.8284271247461903
2022_05_09_abb04,70,spout02,nacl100,2,1,1,0
2022_05_09_abb04,70,spout03,nacl000,48,24,24,1.4142135623730951
2022_05_09_abb04,70,spout04,nacl150,11,5.5,5.5,0.7071067811865476
2022_05_09_abb04,70,spout05,nacl050,10,5,5,2.8284271247461903
2022_05_09_abb04,80,spout01,nacl025,23,11.5,11.5,14.849242404917497
2022_05_09_abb04,80,spout02,nacl100,4,2,2,0
2022_05_09_abb04,80,spout03,nacl000,49,24.5,24.5,0.7071067811865476
2022_05_09_abb04,80,spout04,nacl150,8,4,4,2.8284271247461903
2022_05_09_abb04,80,spout05,nacl050,22,11,11,14.142135623730951
2022_05_09_abb04,90,spout01,nacl025,2,1,1,0
2022_05_09_abb04,90,spout02,nacl100,5,2.5,2.5,0.7071067811865476
2022_05_09_abb04,90,spout03,nacl000,22,11,11,14.142135623730951
2022_05_09_abb04,90,spout04,nacl150,4,2,2,0
2022_05_09_abb04,90,spout05,nacl050,3,1.5,1.5,0.7071067811865476
