blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb10,0,138,13.8,15,6.285786435372356
2022_05_19_abb10,10,173,17.3,20,5.945119380167604
2022_05_19_abb10,20,194,19.4,20.5,4.575295983139597
2022_05_19_abb10,30,190,19,21,5.0771820705759385
2022_05_19_abb10,40,206,20.6,20,2.4129281427805145
2022_05_19_abb10,50,208,20.8,21.5,2.0976176963403033
2022_05_19_abb10,60,192,19.2,20.5,3.6453928305312844
2022_05_19_abb10,70,145,14.5,17.5,8.657045942147034
2022_05_19_abb10,80,175,17.5,18.5,4.169998667732268
2022_05_19_abb10,90,129,12.9,12,5.10881590977792
