blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_06_abb01,0,202,20.2,20,0.7888106377466155
2022_05_06_abb01,10,190,19,19,2.160246899469287
2022_05_06_abb01,20,165,16.5,18,4.352521619066865
2022_05_06_abb01,30,147,14.7,15.5,4.2176876234364356
2022_05_06_abb01,40,118,11.8,11,5.513619500836088
2022_05_06_abb01,50,113,11.3,13.5,4.9899899799498595
2022_05_06_abb01,60,99,9.9,11,4.433458644845529
2022_05_06_abb01,70,95,9.5,9.5,3.9510898637098992
2022_05_06_abb01,80,87,8.7,8,4.321779468896785
2022_05_06_abb01,90,67,6.7,8.5,3.8600518131237567
