blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb10,0,138,13.8,16.5,9.635582205785203
2022_06_13_abb10,10,130,13,14,11.16542281629615
2022_06_13_abb10,20,124,12.4,11.5,10.956479564369408
2022_06_13_abb10,30,115,11.5,8.5,10.977249200050075
2022_06_13_abb10,40,104,10.4,3,11.64474130240771
2022_06_13_abb10,50,62,6.2,1.5,9.761602782785667
2022_06_13_abb10,60,76,7.6,2,10.145606602531627
2022_06_13_abb10,70,83,8.3,2,10.965096138809423
2022_06_13_abb10,80,70,7,2,10.099504938362077
2022_06_13_abb10,90,59,5.9,1.5,10.093452222989802
