blockname,spout,lick_count_trial_mean,lick_count_total,lick_ts_first_mean,lick_ts_last_mean,lick_ili_mean_mean,trial_lick_proportion,experiment,cohort,date,solution,solution_type,solution_value
2022_06_16_abb07,spout01,21.2,424,362.6,2936.45,128.0882274692,1,abb,2,6/16/2022,nacl000,nacl,0
2022_06_16_abb07,spout02,6.6,132,733.4705882352941,2118,483.4585552958856,0.85,abb,2,6/16/2022,nacl050,nacl,0.5
2022_06_16_abb07,spout03,2.5,50,368.7368421052632,996.7368421052631,321.6857142857143,0.95,abb,2,6/16/2022,nacl150,nacl,1.5
2022_06_16_abb07,spout04,2.05,41,316.75,610,183.35833333333332,0.8,abb,2,6/16/2022,nacl100,nacl,1
2022_06_16_abb07,spout05,15,300,356,2660.277777777778,151.39064819500675,0.9,abb,2,6/16/2022,nacl025,nacl,0.25
