blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_22_abb05,0,207,20.7,21,1.1595018087284057
2022_04_22_abb05,10,164,16.4,16.5,5.4812812776251905
2022_04_22_abb05,20,145,14.5,14.5,4.301162633521313
2022_04_22_abb05,30,119,11.9,11,5.065131346328104
2022_04_22_abb05,40,115,11.5,11,3.5978388574871505
2022_04_22_abb05,50,100,10,10,2.3570226039551585
2022_04_22_abb05,60,80,8,7,4.136557881996952
2022_04_22_abb05,70,72,7.2,8,2.973961069759395
2022_04_22_abb05,80,55,5.5,4.5,4.428443418528808
2022_04_22_abb05,90,28,2.8,2,3.2591750830880843
