blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_30_abb07,0,230,23,23,0.816496580927726
2022_05_30_abb07,10,240,24,24,0.4714045207910317
2022_05_30_abb07,20,245,24.5,24.5,0.5270462766947299
2022_05_30_abb07,30,224,22.4,22.5,2.5473297566057065
2022_05_30_abb07,40,165,16.5,17,5.0387388192769915
2022_05_30_abb07,50,92,9.2,8.5,8.612652191849952
2022_05_30_abb07,60,104,10.4,14,8.514040691051981
2022_05_30_abb07,70,85,8.5,7.5,7.820912137766711
2022_05_30_abb07,80,36,3.6,2,4.477102237434884
2022_05_30_abb07,90,12,1.2,0,3.794733192202055
