blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_25_abb12,0,225,22.5,22.5,0.8498365855987975
2022_05_25_abb12,10,232,23.2,23,0.7888106377466155
2022_05_25_abb12,20,235,23.5,23.5,0.5270462766947299
2022_05_25_abb12,30,237,23.7,24,0.6749485577105528
2022_05_25_abb12,40,236,23.6,24,0.699205898780101
2022_05_25_abb12,50,215,21.5,22,3.3416562759605704
2022_05_25_abb12,60,198,19.8,20.5,3.823901439919996
2022_05_25_abb12,70,146,14.6,15.5,5.92921205182911
2022_05_25_abb12,80,163,16.3,16,5.478239782184704
2022_05_25_abb12,90,107,10.7,11,5.888784066153027
