blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_11_abb04,0,spout01,nacl050,21,10.5,10.5,0.7071067811865476
2022_05_11_abb04,0,spout02,nacl025,16,8,8,4.242640687119285
2022_05_11_abb04,0,spout03,nacl100,12,6,6,7.0710678118654755
2022_05_11_abb04,0,spout04,nacl000,42,21,21,0
2022_05_11_abb04,0,spout05,nacl150,6,3,3,2.8284271247461903
2022_05_11_abb04,10,spout01,nacl050,24,12,12,5.656854249492381
2022_05_11_abb04,10,spout02,nacl025,25,12.5,12.5,3.5355339059327378
2022_05_11_abb04,10,spout03,nacl100,15,7.5,7.5,3.5355339059327378
2022_05_11_abb04,10,spout04,nacl000,43,21.5,21.5,2.1213203435596424
2022_05_11_abb04,10,spout05,nacl150,15,7.5,7.5,3.5355339059327378
2022_05_11_abb04,20,spout01,nacl050,14,7,7,0
2022_05_11_abb04,20,spout02,nacl025,36,18,18,1.4142135623730951
2022_05_11_abb04,20,spout03,nacl100,5,2.5,2.5,2.1213203435596424
2022_05_11_abb04,20,spout04,nacl000,45,22.5,22.5,0.7071067811865476
2022_05_11_abb04,20,spout05,nacl150,5,2.5,2.5,2.1213203435596424
2022_05_11_abb04,30,spout01,nacl050,35,17.5,17.5,0.7071067811865476
2022_05_11_abb04,30,spout02,nacl025,23,11.5,11.5,6.363961030678928
2022_05_11_abb04,30,spout03,nacl100,7,3.5,3.5,3.5355339059327378
2022_05_11_abb04,30,spout04,nacl000,43,21.5,21.5,3.5355339059327378
2022_05_11_abb04,30,spout05,nacl150,8,4,4,4.242640687119285
2022_05_11_abb04,40,spout01,nacl050,20,10,10,2.8284271247461903
2022_05_11_abb04,40,spout02,nacl025,31,15.5,15.5,3.5355339059327378
2022_05_11_abb04,40,spout03,nacl100,8,4,4,4.242640687119285
2022_05_11_abb04,40,spout04,nacl000,47,23.5,23.5,0.7071067811865476
2022_05_11_abb04,40,spout05,nacl150,6,3,3,2.8284271247461903
2022_05_11_abb04,50,spout01,nacl050,20,10,10,2.8284271247461903
2022_05_11_abb04,50,spout02,nacl025,22,11,11,1.4142135623730951
2022_05_11_abb04,50,spout03,nacl100,4,2,2,1.4142135623730951
2022_05_11_abb04,50,spout04,nacl000,40,20,20,0
2022_05_11_abb04,50,spout05,nacl150,2,1,1,0
2022_05_11_abb04,60,spout01,nacl050,13,6.5,6.5,6.363961030678928
2022_05_11_abb04,60,spout02,nacl025,22,11,11,1.4142135623730951
2022_05_11_abb04,60,spout03,nacl100,4,2,2,1.4142135623730951
2022_05_11_abb04,60,spout04,nacl000,42,21,21,2.8284271247461903
2022_05_11_abb04,60,spout05,nacl150,2,1,1,0
2022_05_11_abb04,70,spout01,nacl050,27,13.5,13.5,2.1213203435596424
2022_05_11_abb04,70,spout02,nacl025,21,10.5,10.5,0.7071067811865476
2022_05_11_abb04,70,spout03,nacl100,8,4,4,4.242640687119285
2022_05_11_abb04,70,spout04,nacl000,38,19,19,4.242640687119285
2022_05_11_abb04,70,spout05,nacl150,4,2,2,1.4142135623730951
2022_05_11_abb04,80,spout01,nacl050,11,5.5,5.5,4.949747468305833
2022_05_11_abb04,80,spout02,nacl025,20,10,10,2.8284271247461903
2022_05_11_abb04,80,spout03,nacl100,7,3.5,3.5,0.7071067811865476
2022_05_11_abb04,80,spout04,nacl000,18,9,9,12.727922061357855
2022_05_11_abb04,80,spout05,nacl150,2,1,1,0
2022_05_11_abb04,90,spout01,nacl050,13,6.5,6.5,6.363961030678928
2022_05_11_abb04,90,spout02,nacl025,16,8,8,0
2022_05_11_abb04,90,spout03,nacl100,5,2.5,2.5,2.1213203435596424
2022_05_11_abb04,90,spout04,nacl000,18,9,9,12.727922061357855
2022_05_11_abb04,90,spout05,nacl150,2,1,1,0
