blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_28_abb04,0,151,15.1,19,6.773313648265359
2022_04_28_abb04,10,95,9.5,7,6.276056794587577
2022_04_28_abb04,20,34,3.4,2,5.253570214625479
2022_04_28_abb04,30,55,5.5,4,6.132789830991366
2022_04_28_abb04,40,56,5.6,1.5,7.676804890925217
2022_04_28_abb04,50,71,7.1,2,7.723700897597961
2022_04_28_abb04,60,51,5.1,2,6.226288353960702
2022_04_28_abb04,70,43,4.3,0,6.717307661721489
2022_04_28_abb04,80,5,0.5,0,1.0801234497346435
2022_04_28_abb04,90,34,3.4,2,4.550946177566937
