blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_30_abb08,0,142,14.2,17.5,7.315128919650775
2022_05_30_abb08,10,99,9.9,5.5,8.305955025696257
2022_05_30_abb08,20,56,5.6,3,5.738757124441958
2022_05_30_abb08,30,46,4.6,2,6.719788356455548
2022_05_30_abb08,40,23,2.3,0,3.6224607965059086
2022_05_30_abb08,50,38,3.8,1,6.142746399887703
2022_05_30_abb08,60,8,0.8,0,1.9321835661585918
2022_05_30_abb08,70,5,0.5,0,0.8498365855987975
2022_05_30_abb08,80,9,0.9,0,2.5144029554194813
2022_05_30_abb08,90,19,1.9,0,3.5103022978402048
