blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_30_abb09,0,199,19.9,21,4.817791102892602
2022_05_30_abb09,10,216,21.6,21.5,1.9550504398153574
2022_05_30_abb09,20,230,23,23.5,1.4142135623730951
2022_05_30_abb09,30,168,16.8,18.5,7.192588778272628
2022_05_30_abb09,40,156,15.6,18,7.026932316294058
2022_05_30_abb09,50,109,10.9,10,7.140650452787119
2022_05_30_abb09,60,109,10.9,10.5,10.016098153583672
2022_05_30_abb09,70,78,7.8,4,7.786027371016764
2022_05_30_abb09,80,101,10.1,13.5,8.102811583367563
2022_05_30_abb09,90,35,3.5,0,5.873670062235365
