blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_13_abb04,0,144,14.4,14.5,5.037636129950016
2022_05_13_abb04,10,141,14.1,12.5,6.723920813863821
2022_05_13_abb04,20,121,12.1,14,8.06156863698926
2022_05_13_abb04,30,118,11.8,10.5,7.671013260609347
2022_05_13_abb04,40,95,9.5,8,7.54615428178118
2022_05_13_abb04,50,97,9.7,5,8.781925883439362
2022_05_13_abb04,60,94,9.4,9,8.113089560840693
2022_05_13_abb04,70,119,11.9,15,8.595218308907446
2022_05_13_abb04,80,44,4.4,2,6.785605679999719
2022_05_13_abb04,90,76,7.6,2,9.264028401414917
