blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_23_abb12,0,219,21.9,22,2.6853512081497106
2022_05_23_abb12,10,218,21.8,22,2.0976176963403033
2022_05_23_abb12,20,217,21.7,21,1.0593499054713802
2022_05_23_abb12,30,228,22.8,23,1.4757295747452437
2022_05_23_abb12,40,231,23.1,23,0.7378647873726218
2022_05_23_abb12,50,224,22.4,24,2.716206504995115
2022_05_23_abb12,60,208,20.8,20,2.936362072739365
2022_05_23_abb12,70,163,16.3,16.5,2.8303906287138374
2022_05_23_abb12,80,114,11.4,12,4.575295983139597
2022_05_23_abb12,90,95,9.5,9,5.317685377847939
