blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_21_abb04,0,78,7.8,3.5,7.208020224413605
2022_04_21_abb04,10,91,9.1,5.5,7.340148348485729
2022_04_21_abb04,20,91,9.1,3.5,8.698020208964541
2022_04_21_abb04,30,65,6.5,3,7.121953539740499
2022_04_21_abb04,40,63,6.3,2.5,8.246884933786278
2022_04_21_abb04,50,18,1.8,0,4.077035960378842
2022_04_21_abb04,60,43,4.3,2,6.61731734835869
2022_04_21_abb04,70,50,5,1.5,6.944222218666553
2022_04_21_abb04,80,50,5,3,6.599663291074443
2022_04_21_abb04,90,51,5.1,2,6.854844191437825
