blockname,trial_num,time_bin,count_binned,trial_start_ts,spout,trial_num_tastant,time_bin_width,experiment,cohort,date,solution,solution_type,solution_value
2022_04_28_abb05,1,0,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,100,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,200,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,300,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,400,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,500,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,600,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,700,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,800,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,900,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1000,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1100,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1200,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1300,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1400,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1500,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1600,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1700,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1800,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,1900,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2000,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2100,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2200,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2300,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2400,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2500,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2600,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2700,0,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2800,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,1,2900,1,10431,spout04,1,100,abb,1,4/28/2022,sucrose20,sucrose,20
2022_04_28_abb05,2,0,0,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,100,1,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,200,0,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,300,1,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,400,0,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,500,2,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,600,0,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,700,1,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
2022_04_28_abb05,2,800,1,25016,spout05,1,100,abb,1,4/28/2022,sucrose30,sucrose,30
