blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_07_abb07,0,226,22.6,22,1.429840705968481
2022_06_07_abb07,10,183,18.3,17.5,2.5407785333546005
2022_06_07_abb07,20,169,16.9,17.5,3.956710193526379
2022_06_07_abb07,30,160,16,15,2.6246692913372702
2022_06_07_abb07,40,80,8,10.5,6.716480559869962
2022_06_07_abb07,50,88,8.8,10.5,5.65292451352002
2022_06_07_abb07,60,118,11.8,13.5,3.9384147967311813
2022_06_07_abb07,70,59,5.9,5.5,6.0635523141692005
2022_06_07_abb07,80,58,5.8,5,6.160808027812225
2022_06_07_abb07,90,18,1.8,0,3.823901439919996
