blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_26_abb07,0,151,15.1,21.5,8.812238963825003
2022_05_26_abb07,10,130,13,14.5,9.38083151964686
2022_05_26_abb07,20,98,9.8,4,9.162726425881957
2022_05_26_abb07,30,29,2.9,0,6.172519744804386
2022_05_26_abb07,40,33,3.3,1.5,6.09280085200741
2022_05_26_abb07,50,77,7.7,3,9.250225222483325
2022_05_26_abb07,60,92,9.2,3,9.162726425881957
2022_05_26_abb07,70,37,3.7,1,6.515792780280505
2022_05_26_abb07,80,0,0,0,0
2022_05_26_abb07,90,0,0,0,0
