blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb11,0,spout01,nacl025,2,1,1,0
2022_06_13_abb11,0,spout02,nacl100,28,14,14,7.0710678118654755
2022_06_13_abb11,0,spout03,nacl000,49,24.5,24.5,0.7071067811865476
2022_06_13_abb11,0,spout04,nacl150,0,0,0,0
2022_06_13_abb11,0,spout05,nacl050,37,18.5,18.5,2.1213203435596424
2022_06_13_abb11,10,spout01,nacl025,26,13,13,16.97056274847714
2022_06_13_abb11,10,spout02,nacl100,14,7,7,0
2022_06_13_abb11,10,spout03,nacl000,50,25,25,0
2022_06_13_abb11,10,spout04,nacl150,0,0,0,0
2022_06_13_abb11,10,spout05,nacl050,26,13,13,4.242640687119285
2022_06_13_abb11,20,spout01,nacl025,26,13,13,14.142135623730951
2022_06_13_abb11,20,spout02,nacl100,12,6,6,1.4142135623730951
2022_06_13_abb11,20,spout03,nacl000,50,25,25,1.4142135623730951
2022_06_13_abb11,20,spout04,nacl150,0,0,0,0
2022_06_13_abb11,20,spout05,nacl050,24,12,12,4.242640687119285
2022_06_13_abb11,30,spout01,nacl025,14,7,7,9.899494936611665
2022_06_13_abb11,30,spout02,nacl100,9,4.5,4.5,2.1213203435596424
2022_06_13_abb11,30,spout03,nacl000,46,23,23,2.8284271247461903
2022_06_13_abb11,30,spout04,nacl150,0,0,0,0
2022_06_13_abb11,30,spout05,nacl050,19,9.5,9.5,7.7781745930520225
2022_06_13_abb11,40,spout01,nacl025,15,7.5,7.5,9.192388155425117
2022_06_13_abb11,40,spout02,nacl100,7,3.5,3.5,2.1213203435596424
2022_06_13_abb11,40,spout03,nacl000,38,19,19,7.0710678118654755
2022_06_13_abb11,40,spout04,nacl150,0,0,0,0
2022_06_13_abb11,40,spout05,nacl050,5,2.5,2.5,0.7071067811865476
2022_06_13_abb11,50,spout01,nacl025,27,13.5,13.5,17.67766952966369
2022_06_13_abb11,50,spout02,nacl100,14,7,7,0
2022_06_13_abb11,50,spout03,nacl000,44,22,22,4.242640687119285
2022_06_13_abb11,50,spout04,nacl150,0,0,0,0
2022_06_13_abb11,50,spout05,nacl050,17,8.5,8.5,2.1213203435596424
2022_06_13_abb11,60,spout01,nacl025,18,9,9,11.313708498984761
2022_06_13_abb11,60,spout02,nacl100,8,4,4,0
2022_06_13_abb11,60,spout03,nacl000,37,18.5,18.5,2.1213203435596424
2022_06_13_abb11,60,spout04,nacl150,0,0,0,0
2022_06_13_abb11,60,spout05,nacl050,17,8.5,8.5,12.020815280171307
2022_06_13_abb11,70,spout01,nacl025,36,18,18,7.0710678118654755
2022_06_13_abb11,70,spout02,nacl100,13,6.5,6.5,2.1213203435596424
2022_06_13_abb11,70,spout03,nacl000,21,10.5,10.5,9.192388155425117
2022_06_13_abb11,70,spout04,nacl150,1,0.5,0.5,0.7071067811865476
2022_06_13_abb11,70,spout05,nacl050,4,2,2,1.4142135623730951
2022_06_13_abb11,80,spout01,nacl025,0,0,0,0
2022_06_13_abb11,80,spout02,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_13_abb11,80,spout03,nacl000,24,12,12,1.4142135623730951
2022_06_13_abb11,80,spout04,nacl150,0,0,0,0
2022_06_13_abb11,80,spout05,nacl050,1,0.5,0.5,0.7071067811865476
2022_06_13_abb11,90,spout01,nacl025,15,7.5,7.5,9.192388155425117
2022_06_13_abb11,90,spout02,nacl100,2,1,1,0
2022_06_13_abb11,90,spout03,nacl000,8,4,4,2.8284271247461903
2022_06_13_abb11,90,spout04,nacl150,0,0,0,0
2022_06_13_abb11,90,spout05,nacl050,1,0.5,0.5,0.7071067811865476
