blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_30_abb10,0,134,13.4,12,5.378971401051816
2022_05_30_abb10,10,118,11.8,12.5,6.579429222120175
2022_05_30_abb10,20,97,9.7,7.5,6.549809157525126
2022_05_30_abb10,30,94,9.4,5.5,7.214183560490019
2022_05_30_abb10,40,94,9.4,7,7.306009702825324
2022_05_30_abb10,50,90,9,7.5,8.04155872120988
2022_05_30_abb10,60,75,7.5,6.5,5.9675045966560525
2022_05_30_abb10,70,38,3.8,2,5.553777493242275
2022_05_30_abb10,80,68,6.8,4.5,7.390684827688313
2022_05_30_abb10,90,50,5,1.5,7.302967433402215
