blockname,spout,lick_count_trial_mean,lick_count_total,lick_ts_first_mean,lick_ts_last_mean,lick_ili_mean_mean,trial_lick_proportion,experiment,cohort,date,solution,solution_type,solution_value
2022_05_03_abb06,spout01,1.05,21,872.3333333333334,1369.1666666666667,203.22222222222223,0.3,abb,1,5/3/2022,sucrose05,sucrose,5
2022_05_03_abb06,spout02,9.9,198,468.6842105263158,2319.7368421052633,209.36233108996268,0.95,abb,1,5/3/2022,sucrose20,sucrose,20
2022_05_03_abb06,spout03,0.7,14,683.2,1034.8,221.33333333333334,0.25,abb,1,5/3/2022,sucrose00,sucrose,0
2022_05_03_abb06,spout04,0,0,NA,NA,NA,0,abb,1,5/3/2022,sucrose30,sucrose,30
2022_05_03_abb06,spout05,2.15,43,807.625,1769.625,223.50064935064935,0.4,abb,1,5/3/2022,sucrose10,sucrose,10
