blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb04,0,76,7.6,6,7.676804890925217
2022_04_18_abb04,10,37,3.7,2.5,5.034326612809745
2022_04_18_abb04,20,28,2.8,0,5.65292451352002
2022_04_18_abb04,30,0,0,0,0
2022_04_18_abb04,40,91,9.1,4.5,9.338688939626971
2022_04_18_abb04,50,26,2.6,0,5.966573556070519
2022_04_18_abb04,60,50,5,3,6.666666666666667
2022_04_18_abb04,70,21,2.1,0,2.998147576235848
2022_04_18_abb04,80,14,1.4,0,3.1692971530679235
2022_04_18_abb04,90,46,4.6,0.5,7.229568912920511
