blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_20_abb11,0,145,14.5,18,6.670832032063167
2022_05_20_abb11,10,147,14.7,17,7.288499312082167
2022_05_20_abb11,20,142,14.2,17,7.208020224413605
2022_05_20_abb11,30,117,11.7,11,6.600505031182589
2022_05_20_abb11,40,128,12.8,13,8.495750571772795
2022_05_20_abb11,50,143,14.3,18,7.273238618387272
2022_05_20_abb11,60,113,11.3,7,8.313977521152088
2022_05_20_abb11,70,120,12,9.5,7.287737036358482
2022_05_20_abb11,80,115,11.5,12.5,6.704061787039588
2022_05_20_abb11,90,91,9.1,5,7.837941906733765
