blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_05_03_abb05,10852,1,spout01,1,20,153,2923,145.78947368421052,1,abb,1,5/3/2022,sucrose05,sucrose,5
2022_05_03_abb05,22537,2,spout05,1,21,141,2881,137,1,abb,1,5/3/2022,sucrose10,sucrose,10
2022_05_03_abb05,35502,3,spout04,1,21,131,2925,139.7,1,abb,1,5/3/2022,sucrose30,sucrose,30
2022_05_03_abb05,50637,4,spout04,2,19,166,2883,150.94444444444446,1,abb,1,5/3/2022,sucrose30,sucrose,30
2022_05_03_abb05,64013,5,spout03,1,5,124,901,194.25,1,abb,1,5/3/2022,sucrose00,sucrose,0
2022_05_03_abb05,78140,6,spout03,2,5,134,946,203,1,abb,1,5/3/2022,sucrose00,sucrose,0
2022_05_03_abb05,90384,7,spout02,1,22,158,2951,133,1,abb,1,5/3/2022,sucrose20,sucrose,20
2022_05_03_abb05,103327,8,spout02,2,20,148,2873,143.42105263157896,1,abb,1,5/3/2022,sucrose20,sucrose,20
2022_05_03_abb05,119243,9,spout01,2,3,153,462,154.5,1,abb,1,5/3/2022,sucrose05,sucrose,5
2022_05_03_abb05,132038,10,spout05,2,21,162,2962,140,1,abb,1,5/3/2022,sucrose10,sucrose,10
2022_05_03_abb05,144829,11,spout04,3,21,160,2857,134.85,1,abb,1,5/3/2022,sucrose30,sucrose,30
2022_05_03_abb05,156547,12,spout05,3,5,186,754,142,1,abb,1,5/3/2022,sucrose10,sucrose,10
2022_05_03_abb05,170845,13,spout03,3,4,146,730,194.66666666666666,1,abb,1,5/3/2022,sucrose00,sucrose,0
2022_05_03_abb05,183452,14,spout01,3,10,248,1620,152.44444444444446,1,abb,1,5/3/2022,sucrose05,sucrose,5
2022_05_03_abb05,197903,15,spout02,3,22,138,2994,136,1,abb,1,5/3/2022,sucrose20,sucrose,20
