blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_10_abb10,0,127,12.7,13.5,8.11103500725332
2022_06_10_abb10,10,126,12.6,13,8.435375246872871
2022_06_10_abb10,20,109,10.9,7,6.9992063042097055
2022_06_10_abb10,30,114,11.4,9.5,7.947046970765654
2022_06_10_abb10,40,58,5.8,3.5,5.43241300999023
2022_06_10_abb10,50,85,8.5,6,7.153087911291645
2022_06_10_abb10,60,76,7.6,5.5,6.095535707019979
2022_06_10_abb10,70,80,8,3.5,8.51143022320247
2022_06_10_abb10,80,66,6.6,6.5,5.815687596683837
2022_06_10_abb10,90,49,4.9,3,6.226288353960702
