blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb03,0,187,18.7,20.5,2.94580681270476
2022_04_18_abb03,10,150,15,14,4.136557881996952
2022_04_18_abb03,20,141,14.1,13,4.701063709417263
2022_04_18_abb03,30,85,8.5,6.5,7.5314156851300025
2022_04_18_abb03,40,93,9.3,8,6.532823109328598
2022_04_18_abb03,50,48,4.8,1.5,7.420691791650336
2022_04_18_abb03,60,51,5.1,3,6.2084172253839744
2022_04_18_abb03,70,35,3.5,0,6.687467549246293
2022_04_18_abb03,80,61,6.1,3,7.415449338299662
2022_04_18_abb03,90,74,7.4,3.5,7.545418035691153
