blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_25_abb12,0,spout01,sucrose20,44,22,22,0
2022_05_25_abb12,0,spout02,sucrose30,44,22,22,1.4142135623730951
2022_05_25_abb12,0,spout03,sucrose05,46,23,23,1.4142135623730951
2022_05_25_abb12,0,spout04,sucrose10,45,22.5,22.5,0.7071067811865476
2022_05_25_abb12,0,spout05,sucrose00,46,23,23,0
2022_05_25_abb12,10,spout01,sucrose20,48,24,24,0
2022_05_25_abb12,10,spout02,sucrose30,47,23.5,23.5,0.7071067811865476
2022_05_25_abb12,10,spout03,sucrose05,47,23.5,23.5,0.7071067811865476
2022_05_25_abb12,10,spout04,sucrose10,45,22.5,22.5,0.7071067811865476
2022_05_25_abb12,10,spout05,sucrose00,45,22.5,22.5,0.7071067811865476
2022_05_25_abb12,20,spout01,sucrose20,46,23,23,0
2022_05_25_abb12,20,spout02,sucrose30,46,23,23,0
2022_05_25_abb12,20,spout03,sucrose05,47,23.5,23.5,0.7071067811865476
2022_05_25_abb12,20,spout04,sucrose10,48,24,24,0
2022_05_25_abb12,20,spout05,sucrose00,48,24,24,0
2022_05_25_abb12,30,spout01,sucrose20,47,23.5,23.5,0.7071067811865476
2022_05_25_abb12,30,spout02,sucrose30,46,23,23,0
2022_05_25_abb12,30,spout03,sucrose05,49,24.5,24.5,0.7071067811865476
2022_05_25_abb12,30,spout04,sucrose10,47,23.5,23.5,0.7071067811865476
2022_05_25_abb12,30,spout05,sucrose00,48,24,24,0
2022_05_25_abb12,40,spout01,sucrose20,45,22.5,22.5,0.7071067811865476
2022_05_25_abb12,40,spout02,sucrose30,48,24,24,0
2022_05_25_abb12,40,spout03,sucrose05,47,23.5,23.5,0.7071067811865476
2022_05_25_abb12,40,spout04,sucrose10,48,24,24,0
2022_05_25_abb12,40,spout05,sucrose00,48,24,24,0
2022_05_25_abb12,50,spout01,sucrose20,42,21,21,1.4142135623730951
2022_05_25_abb12,50,spout02,sucrose30,45,22.5,22.5,2.1213203435596424
2022_05_25_abb12,50,spout03,sucrose05,43,21.5,21.5,0.7071067811865476
2022_05_25_abb12,50,spout04,sucrose10,48,24,24,0
2022_05_25_abb12,50,spout05,sucrose00,37,18.5,18.5,7.7781745930520225
2022_05_25_abb12,60,spout01,sucrose20,40,20,20,2.8284271247461903
2022_05_25_abb12,60,spout02,sucrose30,43,21.5,21.5,2.1213203435596424
2022_05_25_abb12,60,spout03,sucrose05,32,16,16,5.656854249492381
2022_05_25_abb12,60,spout04,sucrose10,44,22,22,1.4142135623730951
2022_05_25_abb12,60,spout05,sucrose00,39,19.5,19.5,6.363961030678928
2022_05_25_abb12,70,spout01,sucrose20,28,14,14,0
2022_05_25_abb12,70,spout02,sucrose30,38,19,19,0
2022_05_25_abb12,70,spout03,sucrose05,18,9,9,7.0710678118654755
2022_05_25_abb12,70,spout04,sucrose10,23,11.5,11.5,9.192388155425117
2022_05_25_abb12,70,spout05,sucrose00,39,19.5,19.5,3.5355339059327378
2022_05_25_abb12,80,spout01,sucrose20,31,15.5,15.5,0.7071067811865476
2022_05_25_abb12,80,spout02,sucrose30,40,20,20,0
2022_05_25_abb12,80,spout03,sucrose05,24,12,12,0
2022_05_25_abb12,80,spout04,sucrose10,37,18.5,18.5,3.5355339059327378
2022_05_25_abb12,80,spout05,sucrose00,31,15.5,15.5,13.435028842544403
2022_05_25_abb12,90,spout01,sucrose20,30,15,15,1.4142135623730951
2022_05_25_abb12,90,spout02,sucrose30,36,18,18,0
2022_05_25_abb12,90,spout03,sucrose05,12,6,6,2.8284271247461903
2022_05_25_abb12,90,spout04,sucrose10,21,10.5,10.5,4.949747468305833
2022_05_25_abb12,90,spout05,sucrose00,8,4,4,0
