blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_16_abb08,0,94,9.4,10,7.691264886581112
2022_06_16_abb08,10,102,10.2,8.5,8.702490065109718
2022_06_16_abb08,20,138,13.8,19,9.727395449051212
2022_06_16_abb08,30,133,13.3,17.5,9.019115502334165
2022_06_16_abb08,40,88,8.8,7.5,8.66410218468519
2022_06_16_abb08,50,104,10.4,8,9.155447680054877
2022_06_16_abb08,60,105,10.5,7.5,9.204467514322717
2022_06_16_abb08,70,60,6,1,9.018499505645789
2022_06_16_abb08,80,37,3.7,0,7.557924465236618
2022_06_16_abb08,90,58,5.8,0.5,9.319036669336828
