blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_09_abb01,0,134,13.4,17.5,7.748835037890821
2022_05_09_abb01,10,138,13.8,18,7.997221739801614
2022_05_09_abb01,20,87,8.7,7,8.731170215574389
2022_05_09_abb01,30,106,10.6,13,9.16757571250134
2022_05_09_abb01,40,78,7.8,1.5,9.283198682446573
2022_05_09_abb01,50,89,8.9,7.5,8.962266578395345
2022_05_09_abb01,60,83,8.3,3.5,8.654478609367523
2022_05_09_abb01,70,99,9.9,7.5,9.926955446885236
2022_05_09_abb01,80,90,9,6.5,8.981462390204987
2022_05_09_abb01,90,73,7.3,1.5,8.80719402912566
