blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_20_abb11,0,spout01,sucrose10,35,17.5,17.5,0.7071067811865476
2022_05_20_abb11,0,spout02,sucrose00,6,3,3,1.4142135623730951
2022_05_20_abb11,0,spout03,sucrose30,38,19,19,1.4142135623730951
2022_05_20_abb11,0,spout04,sucrose05,29,14.5,14.5,6.363961030678928
2022_05_20_abb11,0,spout05,sucrose20,37,18.5,18.5,0.7071067811865476
2022_05_20_abb11,10,spout01,sucrose10,35,17.5,17.5,3.5355339059327378
2022_05_20_abb11,10,spout02,sucrose00,6,3,3,0
2022_05_20_abb11,10,spout03,sucrose30,43,21.5,21.5,0.7071067811865476
2022_05_20_abb11,10,spout04,sucrose05,23,11.5,11.5,2.1213203435596424
2022_05_20_abb11,10,spout05,sucrose20,40,20,20,1.4142135623730951
2022_05_20_abb11,20,spout01,sucrose10,23,11.5,11.5,6.363961030678928
2022_05_20_abb11,20,spout02,sucrose00,9,4.5,4.5,0.7071067811865476
2022_05_20_abb11,20,spout03,sucrose30,40,20,20,2.8284271247461903
2022_05_20_abb11,20,spout04,sucrose05,27,13.5,13.5,6.363961030678928
2022_05_20_abb11,20,spout05,sucrose20,43,21.5,21.5,0.7071067811865476
2022_05_20_abb11,30,spout01,sucrose10,22,11,11,7.0710678118654755
2022_05_20_abb11,30,spout02,sucrose00,8,4,4,1.4142135623730951
2022_05_20_abb11,30,spout03,sucrose30,32,16,16,2.8284271247461903
2022_05_20_abb11,30,spout04,sucrose05,15,7.5,7.5,0.7071067811865476
2022_05_20_abb11,30,spout05,sucrose20,40,20,20,1.4142135623730951
2022_05_20_abb11,40,spout01,sucrose10,26,13,13,9.899494936611665
2022_05_20_abb11,40,spout02,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_20_abb11,40,spout03,sucrose30,42,21,21,1.4142135623730951
2022_05_20_abb11,40,spout04,sucrose05,11,5.5,5.5,0.7071067811865476
2022_05_20_abb11,40,spout05,sucrose20,42,21,21,0
2022_05_20_abb11,50,spout01,sucrose10,28,14,14,4.242640687119285
2022_05_20_abb11,50,spout02,sucrose00,8,4,4,0
2022_05_20_abb11,50,spout03,sucrose30,42,21,21,0
2022_05_20_abb11,50,spout04,sucrose05,25,12.5,12.5,9.192388155425117
2022_05_20_abb11,50,spout05,sucrose20,40,20,20,0
2022_05_20_abb11,60,spout01,sucrose10,14,7,7,1.4142135623730951
2022_05_20_abb11,60,spout02,sucrose00,5,2.5,2.5,0.7071067811865476
2022_05_20_abb11,60,spout03,sucrose30,41,20.5,20.5,0.7071067811865476
2022_05_20_abb11,60,spout04,sucrose05,11,5.5,5.5,0.7071067811865476
2022_05_20_abb11,60,spout05,sucrose20,42,21,21,1.4142135623730951
2022_05_20_abb11,70,spout01,sucrose10,27,13.5,13.5,6.363961030678928
2022_05_20_abb11,70,spout02,sucrose00,12,6,6,4.242640687119285
2022_05_20_abb11,70,spout03,sucrose30,41,20.5,20.5,0.7071067811865476
2022_05_20_abb11,70,spout04,sucrose05,9,4.5,4.5,0.7071067811865476
2022_05_20_abb11,70,spout05,sucrose20,31,15.5,15.5,7.7781745930520225
2022_05_20_abb11,80,spout01,sucrose10,18,9,9,8.48528137423857
2022_05_20_abb11,80,spout02,sucrose00,9,4.5,4.5,0.7071067811865476
2022_05_20_abb11,80,spout03,sucrose30,40,20,20,1.4142135623730951
2022_05_20_abb11,80,spout04,sucrose05,16,8,8,2.8284271247461903
2022_05_20_abb11,80,spout05,sucrose20,32,16,16,1.4142135623730951
2022_05_20_abb11,90,spout01,sucrose10,13,6.5,6.5,3.5355339059327378
2022_05_20_abb11,90,spout02,sucrose00,5,2.5,2.5,3.5355339059327378
2022_05_20_abb11,90,spout03,sucrose30,39,19.5,19.5,0.7071067811865476
2022_05_20_abb11,90,spout04,sucrose05,9,4.5,4.5,0.7071067811865476
2022_05_20_abb11,90,spout05,sucrose20,25,12.5,12.5,12.020815280171307
