blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_27_abb05,0,225,22.5,23,1.1785113019775793
2022_04_27_abb05,10,170,17,18,6.394442031083626
2022_04_27_abb05,20,144,14.4,14.5,6.022181221672648
2022_04_27_abb05,30,101,10.1,9.5,4.817791102892602
2022_04_27_abb05,40,112,11.2,11.5,4.157990967870047
2022_04_27_abb05,50,96,9.6,10,6.04060335470629
2022_04_27_abb05,60,77,7.7,7,4.691600058733813
2022_04_27_abb05,70,60,6,5.5,4.988876515698588
2022_04_27_abb05,80,47,4.7,3,4.498147766951785
2022_04_27_abb05,90,59,5.9,5,5.237683966538391
