blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_14_abb08,0,133,13.3,17,9.043720964784843
2022_06_14_abb08,10,143,14.3,19.5,10.594023472379762
2022_06_14_abb08,20,151,15.1,22.5,11.140017953306897
2022_06_14_abb08,30,121,12.1,11.5,11.120051958311866
2022_06_14_abb08,40,118,11.8,14,8.778762251403478
2022_06_14_abb08,50,82,8.2,2.5,9.413937657655389
2022_06_14_abb08,60,89,8.9,6.5,8.900062421753631
2022_06_14_abb08,70,68,6.8,2,8.066391179868893
2022_06_14_abb08,80,44,4.4,1,7.56012933457858
2022_06_14_abb08,90,67,6.7,1.5,9.043720964784843
