blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_11_abb04,0,97,9.7,10.5,7.1188326134119615
2022_05_11_abb04,10,122,12.2,10,6.106462878695726
2022_05_11_abb04,20,105,10.5,7,8.771798244627178
2022_05_11_abb04,30,116,11.6,11.5,8.140434058861153
2022_05_11_abb04,40,112,11.2,10,8.350648677398262
2022_05_11_abb04,50,88,8.8,9,7.37563556583431
2022_05_11_abb04,60,83,8.3,6.5,8.042249547096743
2022_05_11_abb04,70,98,9.8,10.5,6.908931417616861
2022_05_11_abb04,80,58,5.8,3.5,5.846176338238334
2022_05_11_abb04,90,54,5.4,3,5.815687596683837
