blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_14_abb11,0,108,10.8,6,10.819735055289785
2022_06_14_abb11,10,59,5.9,1.5,9.36245456894481
2022_06_14_abb11,20,80,8,3,9.46337971105226
2022_06_14_abb11,30,130,13,11.5,10.47748909700114
2022_06_14_abb11,40,104,10.4,2.5,11.520030864156185
2022_06_14_abb11,50,105,10.5,5,10.49073665457081
2022_06_14_abb11,60,101,10.1,6.5,10.235558932792419
2022_06_14_abb11,70,101,10.1,11,8.875058685251984
2022_06_14_abb11,80,86,8.6,3.5,9.264028401414917
2022_06_14_abb11,90,82,8.2,6,8.134972512416853
