blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_08_abb11,0,231,23.1,23,1.1972189997378648
2022_06_08_abb11,10,229,22.9,24,2.64365067451978
2022_06_08_abb11,20,222,22.2,23,3.32665998663324
2022_06_08_abb11,30,176,17.6,18,4.6475800154489
2022_06_08_abb11,40,139,13.9,17.5,6.822348894951389
2022_06_08_abb11,50,102,10.2,12.5,7.420691791650336
2022_06_08_abb11,60,92,9.2,11,6.81175454637056
2022_06_08_abb11,70,118,11.8,12,6.425643072011462
2022_06_08_abb11,80,84,8.4,8.5,6.552353266829661
2022_06_08_abb11,90,64,6.4,7,5.501514942874069
