blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_06_abb05,0,170,17,20,5.656854249492381
2022_05_06_abb05,10,131,13.1,14,8.543353491977777
2022_05_06_abb05,20,113,11.3,7.5,8.57710129744698
2022_05_06_abb05,30,107,10.7,10,7.789594198530356
2022_05_06_abb05,40,80,8,6,7.542472332656507
2022_05_06_abb05,50,97,9.7,9.5,6.896859188548557
2022_05_06_abb05,60,70,7,3,7.195677714974301
2022_05_06_abb05,70,63,6.3,3.5,6.8807299354388585
2022_05_06_abb05,80,81,8.1,5,5.70477382938574
2022_05_06_abb05,90,53,5.3,3,5.207899981971834
