blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_05_27_abb10,11817,1,spout03,1,22,125,2979,135.9047619047619,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,25904,2,spout04,1,24,118,2903,121.08695652173913,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,38092,3,spout05,1,23,121,2908,126.68181818181819,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,52231,4,spout02,1,21,127,2922,139.75,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,66898,5,spout02,2,22,130,2880,130.95238095238096,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,78312,6,spout03,2,22,120,2990,136.66666666666666,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,92836,7,spout05,2,23,102,2986,131.0909090909091,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,107330,8,spout01,1,22,143,2933,132.85714285714286,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,123219,9,spout04,2,24,126,2926,121.73913043478261,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,135704,10,spout01,2,21,227,2950,136.15,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,148589,11,spout04,3,24,137,2944,122.04347826086956,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,160423,12,spout05,3,24,120,2928,122.08695652173913,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,171849,13,spout02,3,20,135,2874,144.1578947368421,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,182893,14,spout04,4,24,123,2887,120.17391304347827,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,197409,15,spout03,3,22,149,2883,130.1904761904762,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,210686,16,spout05,4,24,186,2924,119.04347826086956,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,225640,17,spout01,3,19,217,2966,152.72222222222223,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,240898,18,spout03,4,24,141,2921,120.8695652173913,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,255183,19,spout01,4,20,224,2880,139.78947368421052,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,269839,20,spout02,4,17,131,2907,173.5,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,282619,21,spout02,5,19,156,2916,153.33333333333334,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,298593,22,spout04,5,25,123,2953,117.91666666666667,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,314481,23,spout05,5,25,135,2950,117.29166666666667,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,327701,24,spout05,6,26,124,2989,114.6,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,341553,25,spout01,5,22,170,2961,132.9047619047619,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,356807,26,spout03,5,23,121,2936,127.95454545454545,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,371244,27,spout03,6,24,120,2893,120.56521739130434,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,382255,28,spout02,6,7,243,2799,426,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,398138,29,spout01,6,22,191,2927,130.28571428571428,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,412129,30,spout04,6,21,140,2897,137.85,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,424312,31,spout04,7,23,181,2980,127.22727272727273,1,abb,2,5/27/2022,sucrose05,sucrose,5
2022_05_27_abb10,437102,32,spout05,7,24,122,2887,120.21739130434783,1,abb,2,5/27/2022,sucrose20,sucrose,20
2022_05_27_abb10,449664,33,spout01,7,22,220,2934,129.23809523809524,1,abb,2,5/27/2022,sucrose10,sucrose,10
2022_05_27_abb10,461801,34,spout02,7,20,133,2983,150,1,abb,2,5/27/2022,sucrose00,sucrose,0
2022_05_27_abb10,473812,35,spout03,7,24,173,2972,121.69565217391305,1,abb,2,5/27/2022,sucrose30,sucrose,30
2022_05_27_abb10,485408,36,spout02,8,16,127,2853,181.73333333333332,1,abb,2,5/27/2022,sucrose00,sucrose,0
