blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_20_abb09,0,156,15.6,17,5.295700562196133
2022_05_20_abb09,10,148,14.8,20,8.323994767471259
2022_05_20_abb09,20,133,13.3,13.5,8.512082915218551
2022_05_20_abb09,30,145,14.5,16,7.397447007057382
2022_05_20_abb09,40,139,13.9,15.5,7.636898730651221
2022_05_20_abb09,50,133,13.3,17,8.2334008094401
2022_05_20_abb09,60,118,11.8,12,9.016035098028894
2022_05_20_abb09,70,93,9.3,5.5,6.8321137122985425
2022_05_20_abb09,80,104,10.4,9.5,7.275529763071094
2022_05_20_abb09,90,91,9.1,4.5,8.279157230325104
