blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_26_abb01,0,80,8,4,7.039570693980958
2022_04_26_abb01,10,71,7.1,4.5,5.743595467030115
2022_04_26_abb01,20,46,4.6,3,4.857983120596447
2022_04_26_abb01,30,28,2.8,0,4.391911757866827
2022_04_26_abb01,40,34,3.4,3,3.7178249316263163
2022_04_26_abb01,50,34,3.4,3,3.7475918193480524
2022_04_26_abb01,60,13,1.3,0,1.70293863659264
2022_04_26_abb01,70,31,3.1,3,3.3813212407775355
2022_04_26_abb01,80,16,1.6,0.5,2.270584848790187
2022_04_26_abb01,90,26,2.6,1,3.1692971530679235
