blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_27_abb01,0,80,8,5.5,8.219218670625303
2022_04_27_abb01,10,101,10.1,9,7.680422442085389
2022_04_27_abb01,20,54,5.4,3,7.6623176070371235
2022_04_27_abb01,30,71,7.1,4,8.238797107453113
2022_04_27_abb01,40,37,3.7,0,7.394442357458592
2022_04_27_abb01,50,50,5,1,6.831300510639732
2022_04_27_abb01,60,9,0.9,0,2.0248456731316584
2022_04_27_abb01,70,21,2.1,0,4.483302354291979
2022_04_27_abb01,80,0,0,0,0
2022_04_27_abb01,90,52,5.2,3.5,5.88406511029766
